txn_id,user_id,timestamp,amount,merchant,location,txn_type,is_fraud
295b4715-c333-4861-9fb8-d16c2720797d,U0139,9/2/2025 21:50,202.81,,"Miami, FL",Transfer,0
87c5421e-ec24-43c5-8754-108ff4188f3f,U0063,9/2/2025 21:45,1178.01,,"Houston, TX",Online,0
04fc6d82-7d15-4385-92fb-e43b99546eb4,U0025,9/2/2025 21:46,149.91,Shell,"Chicago, IL",Transfer,0
fc3e058b-e0f3-4ab0-9cec-4eb5edd96831,U0106,9/2/2025 21:48,703.2,,"New York, NY",POS,0
e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,U0016,9/2/2025 21:50,606.92,Apple,"New York, NY",Online,0
bb5e4bcf-15ed-4269-9429-6c07f26b4776,U0050,9/2/2025 21:49,289.36,CVS,"Los Angeles, CA",Transfer,0
c2b6d2c5-fa5d-4100-91b7-e948d0e6e660,U0047,9/2/2025 21:50,421.42,Starbucks,"New York, NY",Transfer,0
a8e56e0c-20de-435d-a031-d750c40db9b4,U0141,9/2/2025 21:49,151.37,,"Miami, FL",POS,0
43dac043-2a45-42ab-8cbf-edb0f264accc,U0024,9/2/2025 21:50,1389.92,,"Los Angeles, CA",Online,0
f6e07cc0-6c52-449f-9b49-bd26df57c59a,U0105,9/2/2025 21:47,731.03,Starbucks,"Houston, TX",POS,0
badcc32a-c159-4f53-8a0f-4efbedcd465e,U0043,9/2/2025 21:51,571.56,Shell,"Chicago, IL",Transfer,0
66245bfa-4fcc-439a-b683-d2e6337ea2df,U0074,9/2/2025 21:51,637.4,,"Miami, FL",Transfer,0
e64d1bcb-7027-43a1-9f98-7c71a65e688e,U0040,9/2/2025 21:50,288.9,Starbucks,"New York, NY",POS,0
3985c3cf-3f76-4e1d-9efa-21977394988f,U0192,9/2/2025 21:46,473.84,Amazon,"Miami, FL",Transfer,0
8dcdcd03-969b-4662-8562-8059568cc69b,U0129,9/2/2025 21:47,1379.48,Uber,"Los Angeles, CA",POS,0
122c9a56-01d7-4256-b860-2ab696a402f2,U0131,9/2/2025 21:51,124.77,Target,"New York, NY",POS,0
e7c99b26-1141-45c6-ba9b-edd40f1259e0,U0173,9/2/2025 21:45,1293.42,Shell,"New York, NY",Online,0
839fbc50-1223-4513-9496-f63cdc1110c1,U0149,9/2/2025 21:47,893.81,Delta,"New York, NY",Transfer,0
36d8393a-7c44-4fe7-ab42-20a7474a493b,U0169,9/2/2025 21:50,877.59,Uber,"Chicago, IL",ATM,0
e1e3db63-ef7d-4c76-b92d-a22b21df306f,U0053,9/2/2025 21:50,1006.24,Apple,"Los Angeles, CA",ATM,0
c8dcd19f-3e35-4128-b900-f7f993829b43,U0102,9/2/2025 21:49,200.66,,"Chicago, IL",Transfer,0
1825bc54-30be-445f-a835-14f2ceb81f9d,U0081,9/2/2025 21:46,1393.88,,"New York, NY",POS,0
6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,U0118,9/2/2025 21:49,933.63,Delta,"New York, NY",POS,0
0dde29a6-baa4-471a-9d24-67ac778eedb3,U0138,9/2/2025 21:51,323.67,BestBuy,"Los Angeles, CA",ATM,0
1931e9ee-a56c-4941-bbf2-4050a748dbcf,U0018,9/2/2025 21:46,1319.51,Apple,"Chicago, IL",Online,1
ccf3a171-56dc-4907-ba6c-34ab6712303a,U0113,9/2/2025 21:46,1251.45,,"Chicago, IL",POS,0
894a05e4-30b1-47ef-b10c-0c003fa7f104,U0171,9/2/2025 21:49,1226.57,BestBuy,"Seattle, WA",POS,0
474ebc19-2ef9-4276-ac00-6f6123e2fcb4,U0035,9/2/2025 21:49,400.38,,"New York, NY",Online,0
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,U0070,9/2/2025 21:49,426.23,Starbucks,"Seattle, WA",ATM,0
8ce21ea3-db20-456e-9c81-5fe7ceda8bbb,U0053,9/2/2025 21:46,1032.81,,"Chicago, IL",Transfer,0
8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,U0065,9/2/2025 21:45,1358.48,,"New York, NY",POS,0
c0e9ab30-ed26-42e9-97e0-11b7f8102383,U0163,9/2/2025 21:47,638.25,BestBuy,"New York, NY",POS,0
7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,U0086,9/2/2025 21:47,1157.82,,"Chicago, IL",Online,0
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,U0190,9/2/2025 21:47,665.54,,"Houston, TX",POS,0
63f2ae24-fc3d-4348-808d-4127610461e3,U0029,9/2/2025 21:47,117.49,,"Seattle, WA",Online,0
747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,U0140,9/2/2025 21:48,58.86,Apple,"Miami, FL",Online,0
bb026576-f512-44c3-b253-d2186c4a37ea,U0111,9/2/2025 21:50,195.53,BestBuy,"Chicago, IL",POS,0
27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,U0092,9/2/2025 21:47,319.06,Starbucks,"Seattle, WA",POS,0
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,U0091,9/2/2025 21:50,1171.27,,"Houston, TX",Online,0
bf7b539b-0f9a-4a4b-8acd-4e10bc594585,U0061,9/2/2025 21:48,1297.59,,"Los Angeles, CA",Transfer,0
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,U0007,9/2/2025 21:50,273.14,,"Chicago, IL",Transfer,0
284d82e5-87f7-41fb-9a4b-d9caeb5cf467,U0172,9/2/2025 21:46,1296.78,,"Los Angeles, CA",ATM,0
d9f195d0-1482-4f53-8201-0c62f5f59b22,U0041,9/2/2025 21:47,1182.12,Walmart,"Houston, TX",POS,0
acdabacc-1165-4210-9854-3881118a9d29,U0121,9/2/2025 21:47,337.54,,"Houston, TX",ATM,0
e3e9de99-f10c-418b-9eb0-e38a675dd5af,U0079,9/2/2025 21:50,1231.7,,"Los Angeles, CA",Online,0
0a2c827e-9832-4856-9434-0a033f07f814,U0007,9/2/2025 21:51,991.75,Shell,"Chicago, IL",ATM,0
956b8c0c-a849-4b92-ab52-52e314fcdd54,U0018,9/2/2025 21:50,1450.5,BestBuy,"Chicago, IL",Transfer,0
42c18a62-ef48-48d5-90fd-9d3f85d51695,U0174,9/2/2025 21:47,1471.82,Uber,"Chicago, IL",POS,0
3d1a85dd-506e-4a9a-b758-588dab73295b,U0030,9/2/2025 21:47,1316.17,BestBuy,"Los Angeles, CA",ATM,0
a53f8a28-abf3-43fc-a181-3d25655238a6,U0010,9/2/2025 21:48,167.06,Shell,"Chicago, IL",ATM,0
c07a30f2-edd4-453b-90f0-fd0a750cab75,U0112,9/2/2025 21:46,911.28,Uber,"New York, NY",Transfer,0
ff9ab5c2-9f04-4aed-b552-332702627f73,U0148,9/2/2025 21:50,289.17,Amazon,"Seattle, WA",Transfer,0
89a2688b-12c1-46e0-9998-5f15ff002d4d,U0001,9/2/2025 21:47,782.28,,"Miami, FL",Online,0
eeea163e-21e8-4c68-83e4-2caf8181a8cc,U0094,9/2/2025 21:48,649.79,,"Chicago, IL",ATM,0
3e896c64-e117-4ac3-919c-4ea3e1805081,U0170,9/2/2025 21:48,1272.78,,"Chicago, IL",ATM,0
d5704f32-702c-4d20-a862-18b848f4ef12,U0171,9/2/2025 21:50,615.55,Shell,"Seattle, WA",ATM,0
fbddcf7c-9c96-49ec-8d71-c366b41b3143,U0142,9/2/2025 21:51,195.3,Shell,"Seattle, WA",Transfer,0
d12dbc9a-aaf9-4531-8200-b1f08768a84f,U0174,9/2/2025 21:50,1123.46,Target,"Miami, FL",ATM,0
1a84a51a-a9d3-47c7-ae87-905e4ca415ea,U0104,9/2/2025 21:46,824.17,Amazon,"Chicago, IL",ATM,0
1b66b5a9-e3c4-4657-9d8c-bbac43b409ef,U0054,9/2/2025 21:50,647.68,Delta,"Miami, FL",ATM,0
9ad620ab-4821-4ddb-85b8-9cd927cb6f2a,U0120,9/2/2025 21:47,665.47,,"Los Angeles, CA",Transfer,0
afffcfd2-341e-440b-97c7-00aab7b56ea7,U0189,9/2/2025 21:51,258.69,Walmart,"Chicago, IL",ATM,0
7d106c60-8162-4cf1-8394-72e6da587e8a,U0024,9/2/2025 21:47,1228.54,,"Los Angeles, CA",ATM,0
0d01280f-d89a-40c0-a87d-1c78e7c421c7,U0058,9/2/2025 21:46,1210.81,Target,"New York, NY",POS,0
46d483f3-d450-481c-ac6f-7633a2607723,U0063,9/2/2025 21:46,1475.98,Delta,"New York, NY",Transfer,0
217d65a0-c568-41cd-9563-f61600e85ece,U0107,9/2/2025 21:51,1329.77,Delta,"Los Angeles, CA",Transfer,0
bdc14f1f-295d-4fbf-830f-801dfad409e2,U0127,9/2/2025 21:49,602.48,Target,"Seattle, WA",POS,0
8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,U0193,9/2/2025 21:45,1291.36,,"New York, NY",Transfer,0
e21342b0-f1ee-4ba3-9343-2e611ca3c448,U0057,9/2/2025 21:51,267.95,,"Miami, FL",Transfer,0
093923de-8bab-4e3b-a628-6bfbe767dcea,U0013,9/2/2025 21:48,838.32,,"New York, NY",Transfer,0
6e068097-25e9-4977-8d72-48e2951f58d0,U0035,9/2/2025 21:46,1203.12,,"Miami, FL",ATM,0
e623a689-5d59-4d2a-8eea-04e70ab54bde,U0194,9/2/2025 21:46,1337.68,Delta,"Seattle, WA",Transfer,0
ae9bec36-35c7-436c-9b99-62c6e61fecc0,U0141,9/2/2025 21:47,671.64,Target,"Seattle, WA",Transfer,0
c7b5b2bc-5a8a-4eca-9a50-aec3aabc25fa,U0116,9/2/2025 21:50,392.49,Starbucks,"Seattle, WA",ATM,0
f94d6204-6808-493f-9fed-2c43e256a6dc,U0197,9/2/2025 21:51,1167.62,CVS,"Seattle, WA",Online,0
ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9,U0071,9/2/2025 21:47,662.61,,"Chicago, IL",Online,0
ccc56569-f9e8-4369-a999-b735dd56cc94,U0070,9/2/2025 21:47,507.09,,"Miami, FL",POS,0
2dea9493-0658-463a-a98c-206fe1a47e10,U0036,9/2/2025 21:48,230.49,Shell,"Seattle, WA",Online,0
cd5f4822-6966-48aa-ae49-f329c84a7b28,U0181,9/2/2025 21:51,324.86,Shell,"Houston, TX",ATM,0
3f87e362-cf8d-446a-bc2c-bb0ddd334cc7,U0139,9/2/2025 21:47,701.56,Amazon,"Los Angeles, CA",Transfer,0
1bac27a7-b386-47a4-8991-603f28c13091,U0100,9/2/2025 21:48,1357.73,Delta,"Seattle, WA",POS,0
787f2425-dbcc-4477-89e9-db0adf465290,U0196,9/2/2025 21:47,865.66,CVS,"New York, NY",ATM,0
75d66ed4-eb1f-49f2-910b-d1d033173470,U0077,9/2/2025 21:48,1131.45,,"Houston, TX",Online,0
df0f06cb-cb9b-4326-920e-ac174e20fd1a,U0125,9/2/2025 21:47,333.04,Shell,"Houston, TX",POS,0
3170f437-a8f7-4f5a-860e-df5b39118497,U0100,9/2/2025 21:49,507.51,,"Houston, TX",Online,0
11c58ef0-dd46-4c09-8752-87aa5408f9ac,U0120,9/2/2025 21:48,1379.71,Delta,"Miami, FL",POS,0
6651529e-8268-490b-a438-25b559e4b671,U0101,9/2/2025 21:51,889.88,,"New York, NY",POS,0
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,U0165,9/2/2025 21:45,645.78,,"Houston, TX",Online,0
42deffcc-f86c-4ca2-a085-96db1d870966,U0013,9/2/2025 21:47,393.93,Apple,"Los Angeles, CA",Transfer,0
43f59a85-fbc9-487a-b668-a61794a1875d,U0084,9/2/2025 21:46,509.56,,"Houston, TX",ATM,0
587ef344-6f3f-420c-98b8-e4cc1bc044fc,U0193,9/2/2025 21:48,1427.05,Shell,"Chicago, IL",POS,0
82ec9f2d-fbf6-416f-9b30-80d56fb78271,U0121,9/2/2025 21:46,33.98,Uber,"New York, NY",ATM,0
30a900ad-939b-462d-a645-f129629c2ae3,U0058,9/2/2025 21:47,976.97,,"Seattle, WA",POS,0
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,U0194,9/2/2025 21:50,51.39,Starbucks,"Los Angeles, CA",POS,0
afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,U0160,9/2/2025 21:51,232.81,Target,"Houston, TX",POS,1
11e9cdaa-6e69-41a3-9d3d-9e563270e4fa,U0145,9/2/2025 21:51,1421.9,CVS,"Seattle, WA",ATM,0
505cc686-9f87-4ce7-9487-fd4febb7a385,U0197,9/2/2025 21:51,556.5,Delta,"Miami, FL",POS,0
e6697833-b841-40a0-9fe7-71d6d9178793,U0200,9/2/2025 21:48,1229.86,BestBuy,"New York, NY",POS,0
688c7015-aab9-4e49-8f2d-479681d2c7de,U0080,9/2/2025 21:48,865.82,,"Houston, TX",Transfer,0
8dedf9fb-4bb0-4f20-b27c-40266703b636,U0184,9/2/2025 21:46,301.5,Delta,"Seattle, WA",Online,0
f0bbac67-aa38-40a1-aba2-5efe311c6eb6,U0027,9/2/2025 21:48,1047.3,BestBuy,"Seattle, WA",POS,0
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,U0145,9/2/2025 21:50,1175.04,Apple,"Miami, FL",Transfer,0
8c459ce2-67f4-4ad5-8d0b-0d1a91b0e1d9,U0170,9/2/2025 21:45,559,Uber,"Seattle, WA",ATM,0
6e0d2648-35ce-4841-8973-2d6c4dcabfb7,U0004,9/2/2025 21:50,1275.12,,"Houston, TX",POS,0
77097749-527e-4cfa-a79a-c9aa9b4e2c24,U0111,9/2/2025 21:49,1441.38,,"Houston, TX",Online,0
82dc4c8e-36b5-429a-acf5-e81e71316269,U0112,9/2/2025 21:49,268.32,Uber,"Seattle, WA",ATM,0
cbc84759-f5b7-4cc7-a6b3-c944cb323e35,U0158,9/2/2025 21:47,1213.26,Uber,"Houston, TX",Transfer,0
83f4a9a9-48a6-49d0-95b5-2908a8aa7158,U0112,9/2/2025 21:51,1239.47,Delta,"Chicago, IL",ATM,0
17e8392a-55ce-45db-9e87-e04ca2086977,U0063,9/2/2025 21:47,1246.94,Walmart,"Chicago, IL",Transfer,0
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,U0063,9/2/2025 21:47,1126.96,Delta,"Miami, FL",Transfer,1
3eae0032-0bd4-4990-8640-be0f25b8fd4b,U0087,9/2/2025 21:49,47.91,,"Chicago, IL",Online,0
12a4def0-c4bb-47a9-9988-68dd9c7c7377,U0125,9/2/2025 21:49,322.12,,"Chicago, IL",ATM,0
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,U0072,9/2/2025 21:47,1321.08,,"Chicago, IL",POS,0
7e8f8095-624c-49b6-b244-45a7b7e58481,U0133,9/2/2025 21:49,1422.35,Walmart,"Los Angeles, CA",Transfer,0
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,U0126,9/2/2025 21:45,834.99,Starbucks,"Seattle, WA",Transfer,0
c521bf2d-dc45-4539-803f-3538e4855aa1,U0166,9/2/2025 21:46,1069.2,CVS,"New York, NY",POS,0
2d06e8cf-3805-4907-acd6-6193c7468f59,U0076,9/2/2025 21:51,336.29,,"Los Angeles, CA",ATM,0
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,U0170,9/2/2025 21:47,874.43,CVS,"Miami, FL",ATM,0
74daaebf-1f11-4b76-992c-9227eadf5085,U0109,9/2/2025 21:46,1494.96,Uber,"Chicago, IL",ATM,0
87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,U0180,9/2/2025 21:50,683.35,BestBuy,"Chicago, IL",Online,0
c1581092-f335-4ba3-913a-7052986f9025,U0031,9/2/2025 21:49,1083.32,Apple,"New York, NY",Online,0
e45b712e-b822-4688-90a4-44329cd6c852,U0050,9/2/2025 21:50,328.5,CVS,"Chicago, IL",ATM,0
8c41561b-e827-41b9-94a0-2e536d3ee1dc,U0026,9/2/2025 21:49,1249.78,BestBuy,"Los Angeles, CA",ATM,0
dc8aee30-be60-43f7-a8be-9288e5af6e39,U0046,9/2/2025 21:49,456.89,,"Miami, FL",Online,0
3f4b1a70-c074-418e-825a-609f7337c599,U0071,9/2/2025 21:51,73.05,Amazon,"Miami, FL",ATM,0
8573e793-c715-42b9-840c-5d9146fde062,U0179,9/2/2025 21:49,1416.41,,"Houston, TX",POS,0
709b7d97-464c-44af-bd3f-3799a07295e9,U0004,9/2/2025 21:46,863.23,CVS,"Houston, TX",Transfer,0
458f1f19-3c07-4574-8925-7af1b6aae05b,U0088,9/2/2025 21:48,280.62,Amazon,"Chicago, IL",Transfer,0
14a0bccb-8a47-4a87-a49d-681d51d87c64,U0030,9/2/2025 21:46,1234.06,Shell,"Houston, TX",POS,0
b1a6b1f1-620e-49d3-bb33-f3d8269cd696,U0148,9/2/2025 21:47,946.02,Amazon,"Los Angeles, CA",Online,0
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,U0145,9/2/2025 21:49,1423.94,Walmart,"Los Angeles, CA",POS,0
6a702e2f-7746-40ba-8ae8-905b54b4a482,U0143,9/2/2025 21:46,1147.84,Delta,"Miami, FL",Online,0
63b4c08b-6b8e-469f-9538-5b0e34f3193c,U0199,9/2/2025 21:50,786.25,CVS,"Houston, TX",ATM,0
db52ca58-0500-4bc6-b20d-cb6ef2311f17,U0151,9/2/2025 21:50,1485.1,BestBuy,"Miami, FL",POS,0
f1578470-0182-47c4-ba1b-58066160a6b4,U0157,9/2/2025 21:48,1440.36,Walmart,"Los Angeles, CA",Online,0
da7b9095-63d6-4a39-80e3-befd4c71e0fe,U0068,9/2/2025 21:49,992.34,Target,"Los Angeles, CA",Online,0
8bcf53a1-bc10-4a52-bf5d-2fdf89c8d2ab,U0142,9/2/2025 21:50,117.22,Amazon,"Houston, TX",Transfer,0
382c043f-7cfc-4b79-b875-394ce5d6f6e6,U0177,9/2/2025 21:48,892.75,BestBuy,"New York, NY",Online,0
638c254c-076e-4bba-bc53-08bf6f92f25e,U0074,9/2/2025 21:48,1061.9,,"Houston, TX",POS,0
67814c1f-cc53-4e36-addc-3e13ab3b4d37,U0176,9/2/2025 21:47,353.97,BestBuy,"Seattle, WA",Online,0
20ac3703-eb67-446a-b7a6-e17cd72b6108,U0109,9/2/2025 21:51,176.59,Starbucks,"Seattle, WA",Online,0
64de82e6-e82c-4d7b-86e7-45f988bc539c,U0069,9/2/2025 21:50,1240.81,Walmart,"New York, NY",Online,0
157d94a1-06f0-48ff-a9ba-5a27907bfe36,U0079,9/2/2025 21:51,894.59,,"Miami, FL",ATM,0
7631de9d-dde9-4863-a2bd-33886db99102,U0113,9/2/2025 21:47,190.91,,"Chicago, IL",Transfer,0
53cd6268-610c-4373-8299-9aa40cdf742b,U0070,9/2/2025 21:47,753.21,CVS,"Houston, TX",POS,0
c2dff335-5666-4f9f-93ac-2ab974672cd9,U0154,9/2/2025 21:48,64.59,Shell,"Seattle, WA",ATM,0
d4f8fd72-f382-4cfd-8083-b73a473bd358,U0155,9/2/2025 21:49,379.3,Walmart,"Los Angeles, CA",POS,0
78660765-14f7-4e8d-95bc-b8d04094dded,U0196,9/2/2025 21:45,1010.06,BestBuy,"Miami, FL",POS,0
fff9f585-0d55-4b61-8a17-5dfebfc00dc8,U0196,9/2/2025 21:48,1135.62,CVS,"Miami, FL",Transfer,0
c7fee39f-1190-4938-a66f-d7f739669fa7,U0072,9/2/2025 21:51,276.33,Delta,"Houston, TX",Transfer,0
f319c125-07f1-44f9-8115-6d6d0a4e5b70,U0024,9/2/2025 21:47,707.67,Shell,"Chicago, IL",ATM,0
9f0fda8d-0537-4ff6-96d7-b3b833094d35,U0172,9/2/2025 21:47,161.38,Target,"Chicago, IL",Transfer,0
ab61a7b1-793b-4c32-a050-04943d114802,U0178,9/2/2025 21:46,745.73,,"Houston, TX",POS,0
770c7798-37cc-463b-b2a0-345990604f62,U0117,9/2/2025 21:51,136.65,BestBuy,"Chicago, IL",POS,0
2af43ab7-5e6f-4a07-8453-6f1d41992fdf,U0198,9/2/2025 21:50,609.24,Uber,"New York, NY",Transfer,0
b7e6427c-bf78-4e3f-b6b7-51f79b749245,U0106,9/2/2025 21:46,86.04,Uber,"Chicago, IL",Transfer,0
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,U0161,9/2/2025 21:48,665.85,Amazon,"Los Angeles, CA",ATM,0
edcb8cb6-0692-4c63-9424-aed51bac5c15,U0141,9/2/2025 21:48,200.86,BestBuy,"Houston, TX",Transfer,0
f54ad0a2-e874-46d7-ad66-a1bd93676a02,U0032,9/2/2025 21:48,48.16,,"Miami, FL",Online,0
32c5bd89-b70b-4420-b104-3785658b2523,U0182,9/2/2025 21:46,241.78,Uber,"New York, NY",Transfer,0
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,U0024,9/2/2025 21:47,340.93,,"New York, NY",Transfer,0
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,U0031,9/2/2025 21:51,973.33,Target,"Houston, TX",ATM,0
cbd58bf6-1efd-46e9-8e37-14af99b49350,U0131,9/2/2025 21:50,1059.59,Shell,"Houston, TX",Transfer,0
8861fe18-58e2-4888-8a83-81bec85aca46,U0063,9/2/2025 21:49,687.9,Target,"Houston, TX",Online,0
8186a576-11a7-4609-9edd-bbbfa9597663,U0154,9/2/2025 21:51,764.82,,"Los Angeles, CA",POS,0
6b88f83d-d97d-49cd-833d-2bce575aed2c,U0071,9/2/2025 21:49,1160.15,,"Houston, TX",ATM,0
5cb85aed-f5f6-4c97-aefb-63b11b049863,U0130,9/2/2025 21:51,404.42,Amazon,"Chicago, IL",ATM,0
b5122df8-75b1-4a55-9426-2982e43e4288,U0151,9/2/2025 21:47,871.99,,"Houston, TX",Online,0
859131d2-bbda-4242-ad17-4fc96f7c15ea,U0115,9/2/2025 21:51,810.18,Apple,"Chicago, IL",Transfer,0
eb6c1016-cee6-44d0-9dac-6e8345241ea6,U0117,9/2/2025 21:50,1399.61,,"Los Angeles, CA",Online,0
6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,U0147,9/2/2025 21:50,577.54,,"Houston, TX",POS,0
